age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
20,0,228649,15,10,4,0,3,4,1,0,0,30,39,0
20,4,44793,15,10,4,14,1,4,1,0,0,60,39,0
53,1,117847,7,12,2,1,0,4,1,0,0,40,39,0
55,0,421228,12,14,2,0,5,4,0,0,0,40,39,1
40,4,168113,11,9,2,3,0,4,1,0,0,40,39,0
32,6,103642,11,9,2,4,0,4,1,0,0,55,39,0
32,4,205950,11,9,4,7,3,4,1,0,0,40,39,0
48,4,167159,11,9,4,1,1,4,1,0,0,40,39,0
68,7,420526,12,14,6,10,1,4,0,0,0,5,39,0
36,4,269784,0,6,5,6,4,4,0,0,0,40,39,0
32,6,52647,0,6,2,4,0,4,1,0,0,45,39,0
50,0,284477,4,3,2,0,0,4,1,0,0,40,39,0
72,4,249559,11,9,6,9,1,4,0,0,0,25,39,0
47,4,185041,15,10,2,3,0,4,1,7298,0,40,39,1
68,5,119938,9,13,2,4,0,4,1,0,0,40,39,1
52,6,417227,11,9,2,14,0,4,1,0,0,70,39,0
50,4,44116,11,9,0,3,4,4,0,0,0,40,39,0
49,7,324791,9,13,2,10,0,4,1,0,0,50,39,1
25,4,176729,9,13,2,3,0,4,1,0,0,60,39,1
30,4,189759,9,13,4,12,1,4,1,0,0,40,39,0
39,5,129573,7,12,2,4,0,4,1,0,0,45,39,0
25,7,66692,9,13,4,12,1,4,0,0,0,40,39,0
26,4,143068,15,10,2,4,0,4,1,2407,0,50,39,0
67,0,192916,11,9,2,0,0,4,1,3818,0,11,39,0
61,4,215789,11,9,0,12,1,4,1,0,0,40,39,0
31,4,188096,9,13,4,10,1,4,0,0,0,72,39,1
33,4,51543,11,9,2,6,0,4,1,0,0,60,39,0
56,2,273084,12,14,2,4,0,2,1,0,0,40,39,1
38,4,38312,9,13,2,4,0,4,1,15024,0,65,39,1
57,1,42298,12,14,2,4,0,2,1,15024,0,40,39,1
39,2,256997,9,13,2,3,0,4,1,0,0,40,39,0
29,4,244721,9,13,2,13,0,4,1,0,0,35,39,1
42,4,198341,12,14,2,10,0,1,1,0,1902,55,19,1
31,4,194055,11,9,2,14,0,4,1,0,0,50,39,0
25,4,213412,15,10,2,12,0,4,1,0,0,40,39,1
32,4,459007,11,9,2,11,0,4,1,0,0,90,39,0
47,4,296066,15,10,2,10,0,4,1,0,0,40,39,0
33,4,237833,15,10,0,13,1,4,0,0,0,40,39,0
28,4,202182,15,10,2,7,0,4,1,0,0,40,39,1
34,4,189759,9,13,2,4,0,4,1,0,1977,45,39,1
31,4,196791,14,15,0,10,1,4,0,0,0,45,39,1
27,1,257124,9,13,4,14,2,4,1,0,0,35,39,0
34,4,177733,6,5,5,7,4,4,0,0,0,35,6,0
32,4,50178,15,10,4,12,3,4,1,0,0,35,39,0
37,4,198841,8,11,2,3,0,4,1,0,0,40,39,1
66,6,99927,11,9,6,13,1,4,0,0,0,45,39,0
55,4,288907,11,9,0,3,1,4,1,4787,0,40,39,1
26,4,84619,9,13,2,3,0,4,1,0,0,40,39,1
43,4,325461,15,10,0,13,1,4,1,0,0,45,39,0
65,0,106910,1,7,0,0,1,1,0,0,0,15,39,0
43,6,355856,9,13,2,4,0,1,1,0,0,50,30,0
36,4,89202,8,11,2,4,0,4,1,0,0,50,39,1
51,4,125796,1,7,5,8,1,2,0,0,0,40,23,0
42,4,184857,11,9,2,3,0,4,1,0,0,16,39,0
38,4,70995,11,9,0,10,1,4,1,0,0,45,39,0
26,4,270276,11,9,4,1,1,4,0,0,0,40,39,0
43,5,150533,7,12,2,4,0,4,1,0,0,50,39,0
28,2,56340,12,14,4,10,1,4,0,0,0,40,39,0
39,4,344743,15,10,2,1,3,2,0,0,0,50,39,1
41,2,175149,11,9,0,14,1,2,0,0,0,38,39,0
20,4,169022,15,10,4,4,1,4,0,0,0,36,39,0
31,6,213307,0,6,2,8,5,4,0,0,0,28,26,0
39,4,65382,15,10,2,4,0,4,1,0,0,40,39,0
25,4,129784,15,10,4,8,3,4,0,0,0,40,39,0
29,0,108775,11,9,2,0,0,4,1,0,0,40,6,0
65,4,94552,15,10,0,1,1,4,0,0,0,40,39,0
22,4,124971,9,13,4,12,1,4,1,0,0,40,39,0
63,4,175777,0,6,5,7,1,2,1,0,0,40,39,0
30,1,423064,11,9,5,1,2,2,1,0,0,35,39,0
37,4,98776,9,13,2,4,0,4,1,0,0,40,39,1
78,6,184762,11,9,2,5,0,4,1,3471,0,50,39,0
19,4,291181,11,9,4,12,2,4,0,0,0,28,26,0
47,6,114222,7,12,2,4,0,4,1,0,0,25,39,0
34,2,134886,11,9,2,8,5,4,0,0,1740,35,39,0
54,4,324023,11,9,4,8,3,2,0,0,0,40,39,0
42,2,159931,9,13,2,10,5,4,0,0,0,45,39,1
51,4,158746,9,13,2,4,0,4,1,0,1902,60,39,1
66,0,182378,5,4,2,0,0,4,1,0,0,30,39,0
79,0,142171,5,4,2,0,0,4,1,1409,0,35,39,0
17,4,81010,1,7,4,12,3,4,0,0,0,20,39,0
30,4,156763,11,9,4,4,3,4,1,0,0,40,39,0
68,4,67791,15,10,6,12,1,4,1,0,0,40,39,0
52,4,157413,3,2,0,5,1,2,1,0,0,40,39,0
54,4,140592,11,9,0,1,1,4,0,0,0,40,39,0
27,4,321896,11,9,4,8,1,4,1,0,0,40,39,0
63,0,301611,11,9,2,0,0,4,1,0,0,20,39,0
42,4,262425,15,10,2,10,0,4,1,0,0,50,39,0
29,0,410351,9,13,4,0,1,4,1,0,0,40,39,0
62,0,125493,11,9,2,0,5,4,0,5178,0,40,34,1
48,5,38240,11,9,2,5,0,4,1,0,0,40,39,1
41,4,171546,9,13,2,13,0,4,1,0,0,45,39,1
30,4,39054,11,9,2,4,0,4,1,0,0,65,39,1
52,4,285224,11,9,2,3,0,4,1,0,0,32,39,0
52,5,77392,11,9,2,5,0,4,1,0,0,60,39,0
42,2,111252,12,14,2,4,0,4,1,0,1977,40,39,1
36,4,129263,11,9,6,8,1,4,0,0,0,40,39,0
34,4,178623,9,13,2,10,5,2,0,0,0,35,39,0
45,4,128736,0,6,0,12,1,4,0,0,0,40,39,0
29,0,256211,3,2,4,0,3,1,1,0,0,40,30,0
60,4,325971,11,9,2,7,0,4,1,7688,0,40,39,1
41,4,43556,8,11,0,13,1,4,0,0,0,40,39,0
31,4,440129,11,9,2,3,0,4,1,0,0,40,39,0
26,4,233777,11,9,2,3,0,4,1,0,0,72,26,0
27,4,162343,9,13,2,4,0,4,1,0,0,40,6,0
25,4,125082,11,9,4,6,3,2,0,0,0,40,39,0
47,4,145636,8,11,2,6,0,4,1,0,0,48,39,1
65,0,404601,11,9,2,0,0,4,1,2414,0,30,39,0
24,2,187397,15,10,4,11,4,3,1,1151,0,40,39,0
21,2,402230,15,10,4,1,4,4,1,0,0,36,39,0
22,4,29444,2,8,4,5,1,0,1,0,0,50,39,0
44,6,216921,0,6,2,8,0,4,1,0,0,70,39,0
43,5,247981,11,9,0,3,4,4,1,5455,0,50,39,0
19,4,66619,11,9,4,8,3,4,1,0,0,37,39,0
32,4,198813,14,15,2,10,0,4,1,0,0,60,39,0
37,4,32528,9,13,2,12,0,4,1,0,0,50,39,0
52,4,98980,11,9,0,14,1,4,1,0,0,40,39,0
24,4,186314,15,10,5,10,3,4,1,0,0,54,39,0
51,5,110327,1,7,2,3,0,4,1,0,0,60,39,1
39,4,32146,15,10,4,3,1,4,1,0,0,40,39,0
32,7,33945,9,13,2,5,0,4,1,0,0,40,39,1
74,7,236012,5,4,6,6,1,4,0,0,0,20,39,0
52,4,261671,11,9,2,7,0,1,1,0,0,40,40,0
34,4,209768,9,13,2,4,0,4,1,15024,0,60,39,1
20,0,121389,15,10,4,0,3,4,1,0,0,32,39,0
19,0,497414,5,4,4,0,1,4,0,0,0,35,26,0
34,4,270488,9,13,4,10,3,4,0,0,0,40,39,0
27,4,180758,7,12,4,12,1,4,1,0,0,40,39,0
21,4,184543,8,11,4,1,1,4,0,0,0,40,39,0
37,4,241998,9,13,2,13,0,4,1,0,0,50,39,1
54,4,378747,0,6,5,14,4,2,1,0,0,45,39,1
25,4,212800,15,10,4,12,3,4,0,0,0,40,39,0
36,4,143774,15,10,2,1,5,4,0,0,0,12,39,1
28,4,70034,9,13,2,12,0,4,1,0,0,45,39,1
60,4,206339,11,9,2,8,0,4,1,0,0,40,39,0
17,4,95909,1,7,4,6,3,4,1,0,0,12,39,0
18,4,27620,11,9,4,1,1,4,0,0,0,25,39,0
47,4,138342,1,7,2,5,0,4,1,0,0,40,39,0
23,4,197286,9,13,4,1,3,4,0,0,0,40,39,0
51,6,170086,9,13,2,13,0,4,1,0,0,45,39,1
44,4,202565,11,9,0,3,1,4,1,0,0,45,39,0
25,4,450246,11,9,4,3,3,4,1,0,0,40,39,0
41,4,135823,8,11,2,10,0,4,1,0,0,40,39,0
26,4,106705,11,9,4,6,3,2,1,0,0,28,39,0
38,4,220694,15,10,2,4,0,4,1,0,0,80,39,1
18,4,301762,11,9,4,1,3,4,0,0,0,25,39,0
37,4,94208,3,2,0,8,4,4,0,0,0,35,26,0
43,4,63503,9,13,2,10,0,4,1,0,0,40,39,1
54,4,106728,9,13,2,13,0,4,1,0,0,40,39,0
45,7,110311,12,14,0,4,4,4,0,0,0,40,39,0
17,2,148194,1,7,4,1,3,4,0,0,0,12,39,0
32,4,162675,8,11,4,1,3,4,0,0,0,35,5,0
28,4,142712,9,13,2,4,0,4,1,0,1902,57,39,1
25,4,158662,11,9,2,1,5,4,0,0,0,50,39,1
45,1,88564,15,10,2,4,0,4,1,7688,0,40,39,1
50,4,92969,3,2,5,10,4,2,0,0,0,40,39,0
36,4,326886,11,9,2,3,0,4,1,0,0,40,39,1
22,4,260594,1,7,4,12,4,4,0,0,0,25,39,0
30,7,107142,9,13,2,10,0,4,1,0,0,37,39,1
57,0,153788,9,13,2,0,5,4,0,99999,0,45,39,1
42,4,342865,11,9,2,12,0,4,1,0,0,40,39,0
24,4,138938,15,10,0,1,1,4,0,0,0,40,39,0
37,4,325538,11,9,4,4,3,4,1,0,0,60,0,0
44,1,306440,11,9,0,3,1,4,1,0,0,40,39,0
38,4,397877,9,13,2,4,0,4,1,15024,0,50,39,1
52,4,220984,11,9,2,7,0,4,1,0,0,40,39,0
69,4,41419,5,4,2,8,0,4,1,0,0,20,39,0
40,4,276759,12,14,2,10,5,4,0,0,0,60,39,1
33,4,92865,15,10,4,1,3,4,0,0,0,40,39,0
49,5,125892,12,14,2,4,0,4,1,0,0,50,39,1
46,4,124071,12,14,6,10,1,4,0,0,0,44,39,0
45,4,323798,9,13,2,4,0,4,1,7298,0,53,39,1
53,4,92475,15,10,4,1,2,4,0,0,0,40,39,0
27,4,180758,7,12,4,12,1,4,1,0,0,40,39,0
46,1,31141,15,10,0,14,1,4,1,0,0,40,39,0
31,4,229636,3,2,2,7,0,4,1,0,2042,40,26,0
51,4,115851,11,9,2,3,0,4,1,0,0,40,39,0
51,2,193720,11,9,3,6,4,4,1,0,0,40,39,0
29,4,232666,11,9,2,3,0,4,1,0,0,40,39,0
40,6,165108,9,13,2,1,0,4,1,0,0,40,9,0
32,4,128002,8,11,2,1,5,4,0,0,0,45,39,0
48,7,31141,15,10,2,11,0,4,1,0,1902,40,39,1
52,4,94391,11,9,2,1,0,4,1,0,0,40,39,0
38,4,96330,8,11,0,1,4,2,0,0,0,40,39,0
36,4,544686,11,9,4,1,2,4,0,2907,0,40,27,0
24,4,449101,1,7,4,8,3,4,0,0,0,40,39,0
38,7,110426,10,16,2,10,5,4,0,7688,0,40,0,1
72,6,258761,11,9,2,5,0,4,1,0,0,40,39,0
33,1,101345,9,13,4,10,1,4,0,0,0,40,39,0
57,4,78707,11,9,4,1,3,4,0,0,0,40,39,0
59,4,66356,5,4,4,5,4,4,1,4865,0,40,39,0
46,4,200947,11,9,2,6,0,4,1,0,0,35,22,0
35,0,98989,6,5,0,0,3,0,1,0,0,38,39,0
29,4,244395,1,7,4,8,4,2,0,0,0,40,39,0
27,4,200802,8,11,5,1,3,4,0,0,0,40,39,0
36,4,99233,15,10,2,10,0,4,1,0,1887,40,39,1
43,4,456236,12,14,2,4,0,4,1,0,0,50,39,1
37,4,159383,11,9,0,12,4,4,0,0,0,40,39,0
59,1,101626,11,9,2,1,0,4,1,0,0,45,39,1
31,1,165949,9,13,4,4,1,4,0,0,0,45,39,0
46,6,346783,14,15,2,10,0,4,1,15024,0,35,5,1
43,6,54310,9,13,0,10,4,4,1,0,0,50,39,0
26,4,213081,11,9,4,1,4,2,0,0,0,40,23,0
42,4,126319,11,9,4,1,3,4,0,0,0,35,39,0
30,4,110083,8,11,4,3,1,4,0,0,0,40,39,0
36,4,267556,11,9,2,3,0,4,1,4064,0,40,39,0
30,4,205950,15,10,2,7,0,4,1,0,0,40,39,1
33,4,159322,11,9,0,8,4,4,1,0,0,40,39,0
20,4,41721,15,10,4,8,3,4,1,0,0,60,39,0
33,5,144949,9,13,2,12,0,4,1,0,0,65,39,0
53,4,171924,9,13,0,10,1,4,1,14344,0,55,39,1
17,4,114420,1,7,4,12,3,4,0,0,0,30,39,0
29,4,188675,15,10,2,3,0,2,1,0,0,40,23,1
25,4,182332,15,10,4,1,1,4,0,0,0,50,39,0
55,4,160662,10,16,2,4,0,4,1,0,0,80,39,1
31,4,96245,11,9,2,6,0,4,1,0,0,42,39,0
34,1,194740,15,10,4,1,1,4,1,0,0,40,39,0
24,7,123160,12,14,3,10,1,1,0,0,0,10,3,0
32,4,182323,11,9,2,10,0,4,1,7688,0,40,39,1
38,4,119098,15,10,4,13,1,4,1,0,0,42,39,0
69,4,228921,9,13,6,10,1,4,1,0,2282,40,39,1
19,0,177923,15,10,4,0,3,4,0,0,0,25,39,0
39,2,143385,11,9,2,3,0,4,1,0,0,40,39,0
34,4,172714,9,13,2,4,0,4,1,0,0,45,39,1
48,4,185079,11,9,4,4,1,4,0,0,0,50,39,0
27,4,213921,15,10,4,6,2,4,1,0,0,30,26,0
31,4,86492,8,11,2,14,0,4,1,0,0,30,39,1
36,4,193855,11,9,2,3,0,4,1,0,0,40,39,0
46,2,183168,9,13,0,10,4,4,0,0,0,43,39,0
18,6,42857,15,10,4,3,1,4,0,0,0,35,39,0
49,4,168211,15,10,2,3,0,4,1,0,1485,40,39,1
43,4,188808,12,14,2,4,0,4,1,0,0,45,39,1
21,0,249271,15,10,2,0,0,4,1,0,0,40,39,0
38,7,156866,9,13,2,1,0,3,1,0,0,40,39,1
43,4,33331,9,13,2,12,0,4,1,0,0,55,39,0
21,4,97212,11,9,4,8,1,4,0,0,2001,25,39,0
26,4,248776,15,10,4,1,1,4,0,0,0,40,39,0
48,4,108557,9,13,2,13,5,4,0,99999,0,40,39,1
23,4,203240,15,10,4,8,1,4,0,0,0,40,39,0
53,4,31588,9,13,2,10,0,4,1,0,0,52,39,1
55,4,164332,11,9,5,8,1,4,0,0,0,16,39,0
57,4,135339,9,13,2,4,0,1,1,0,0,40,30,1
38,4,95654,11,9,2,1,5,4,0,0,0,60,39,0
32,4,176253,15,10,0,4,1,2,1,0,0,40,39,0
29,4,309778,11,9,2,3,0,4,1,7298,0,40,39,1
58,2,98361,11,9,2,4,0,4,1,0,0,50,39,0
26,4,175540,11,9,2,3,0,4,1,0,0,40,39,0
48,4,129777,11,9,6,1,4,4,0,0,0,40,39,0
29,4,141350,11,9,4,11,1,4,1,0,0,50,39,0
53,6,88506,9,13,2,10,0,4,1,0,0,40,39,0
40,4,210493,1,7,6,1,4,4,0,0,0,40,39,0
51,6,24790,15,10,2,4,0,4,1,0,0,99,39,1
22,4,81145,11,9,4,8,1,4,0,0,0,25,39,0
31,4,203488,15,10,2,12,0,4,1,0,0,44,39,1
39,5,206362,8,11,2,3,0,4,1,0,0,40,39,0
22,7,247319,15,10,4,8,1,0,0,0,0,60,39,0
31,2,295589,15,10,4,1,3,2,1,0,0,40,39,0
26,4,51961,9,13,4,1,1,2,1,0,0,20,39,0
22,2,134181,11,9,4,6,2,4,1,0,0,50,39,0
25,2,48317,9,13,4,10,1,4,1,0,0,30,39,0
42,4,281209,15,10,2,14,0,4,1,0,0,50,39,0
37,4,160920,7,12,2,1,0,4,1,0,0,40,39,0
37,4,198097,11,9,2,3,0,4,1,0,0,60,39,0
30,4,169269,1,7,4,6,2,4,1,0,1721,38,33,0
18,4,195372,1,7,4,8,3,4,0,0,0,20,39,0
36,1,239074,7,12,2,8,0,4,1,0,0,40,39,0
33,4,129529,11,9,0,7,1,4,1,0,0,40,39,0
44,4,98211,9,13,2,14,0,4,1,0,0,55,39,0
49,4,204629,9,13,2,4,0,4,1,0,0,40,39,1
37,4,195189,15,10,0,8,4,2,0,0,0,40,39,0
28,4,179008,11,9,2,14,0,4,1,0,0,48,39,0
90,4,221832,9,13,2,4,0,4,1,0,0,45,39,0
43,4,199657,11,9,5,1,4,4,0,0,0,20,39,0
48,7,158451,9,13,5,10,4,4,0,914,0,40,39,0
27,4,37088,7,12,4,8,1,4,1,0,0,40,39,0
34,4,386877,11,9,2,7,0,2,1,0,0,40,39,0
64,5,161325,7,12,2,12,0,4,1,0,1887,50,39,1
46,5,62546,10,16,5,10,1,4,1,0,0,35,39,0
41,4,236483,11,9,2,3,0,4,1,0,0,40,39,0
31,4,169104,9,13,4,12,3,1,1,0,0,40,0,0
53,4,129525,9,13,2,4,0,4,1,0,0,50,39,1
37,4,203828,11,9,0,7,4,4,1,0,0,40,39,0
32,4,136480,9,13,2,12,0,4,1,0,0,60,39,1
45,4,212120,9,13,2,10,0,4,1,15024,0,40,39,1
62,4,370881,7,12,6,8,1,4,0,0,0,7,39,0
65,6,37092,8,11,2,5,0,4,1,0,0,25,39,0
28,4,259351,0,6,4,8,2,0,1,0,0,40,26,0
40,4,132222,12,14,2,10,0,4,1,0,0,50,39,0
32,4,65942,11,9,4,8,1,4,0,0,0,56,39,0
65,0,117963,11,9,2,0,0,4,1,0,0,45,39,0
23,4,238831,15,10,4,1,3,4,1,0,0,40,39,0
48,4,148254,11,9,2,6,5,4,0,0,0,16,39,1
33,4,124161,11,9,0,3,1,4,1,0,0,50,39,0
20,4,190457,11,9,4,8,3,4,0,0,0,30,39,0
18,0,326640,11,9,4,0,3,4,0,0,0,20,39,0
38,4,296999,9,13,4,4,1,4,0,0,0,70,39,0
17,4,239346,0,6,4,8,3,4,1,0,0,18,39,0
44,4,147206,15,10,2,3,0,4,1,7688,0,45,39,1
37,2,218184,9,13,2,10,0,4,1,0,1887,40,39,1
20,4,218215,15,10,4,1,3,4,0,0,0,40,39,0
18,4,201613,2,8,4,12,3,4,0,0,0,20,39,0
69,0,156387,11,9,2,0,0,4,1,0,0,40,39,0
22,6,104164,8,11,4,5,1,4,1,0,0,35,39,0
27,4,41281,12,14,4,10,1,4,1,0,0,65,39,0
36,4,137314,8,11,4,13,1,4,1,0,0,45,39,0
31,4,219619,11,9,4,12,2,4,1,0,0,48,39,0
43,1,53956,11,9,2,1,0,4,1,0,0,55,39,1
21,4,116358,11,9,4,8,3,1,1,0,0,40,30,0
56,4,178202,15,10,2,7,0,4,1,0,0,40,39,0
23,4,198996,11,9,4,1,1,4,0,0,0,40,39,0
44,4,353396,9,13,2,10,0,4,1,0,0,45,39,0
25,4,255849,11,9,4,1,3,4,0,0,0,40,39,0
45,4,176917,11,9,4,6,2,4,1,0,0,40,39,0
33,4,264936,11,9,0,1,2,4,0,0,0,40,39,0
55,4,218456,11,9,0,12,4,4,0,0,0,40,39,0
27,4,59068,11,9,2,6,0,4,1,0,0,40,39,0
37,4,335168,15,10,2,12,0,4,1,0,0,55,39,0
54,4,118108,11,9,2,3,0,2,1,0,0,40,39,0
21,4,143604,15,10,4,8,3,4,0,0,0,29,0,0
34,4,441454,11,9,4,12,1,4,0,0,0,24,39,0
30,4,361280,9,13,4,10,1,1,1,0,0,40,39,0
20,4,239577,15,10,4,6,3,4,1,0,0,40,39,0
31,4,145935,11,9,4,4,3,2,1,0,0,40,39,0
31,4,408208,11,9,4,3,2,2,1,0,0,40,39,0
39,4,706180,9,13,0,12,4,4,0,0,0,40,39,0
32,4,33117,8,11,2,8,0,4,1,0,0,40,39,0
26,4,160307,12,14,4,10,1,4,0,0,2001,40,39,0
34,4,207668,15,10,2,6,0,4,1,0,1887,40,39,1
36,1,253627,15,10,2,1,0,4,1,0,0,40,33,1
63,4,30270,5,4,2,12,0,4,1,0,0,40,39,0
54,7,188809,10,16,4,4,1,4,0,0,0,50,39,1
19,4,533147,11,9,4,1,1,4,1,0,0,30,39,0
46,6,176319,11,9,2,12,3,4,0,7298,0,40,39,1
40,4,165309,15,10,2,14,0,4,1,0,0,43,39,0
19,4,42750,15,10,4,8,3,4,1,0,0,20,39,0
54,6,205066,0,6,2,3,0,4,1,0,0,36,39,0
56,4,267652,9,13,2,3,0,4,1,0,0,40,39,0
29,4,394927,8,11,2,8,0,4,1,0,0,40,0,0
49,1,77443,5,4,4,8,1,2,1,0,0,20,39,0
42,4,234633,9,13,2,10,0,4,1,0,0,50,39,1
17,0,74685,0,6,4,0,3,4,1,0,0,20,39,0
45,2,199590,15,10,2,3,0,4,1,0,1887,40,26,1
57,6,225334,14,15,2,12,5,4,0,15024,0,35,39,1
18,0,112137,15,10,4,0,3,3,0,0,0,20,0,0
39,4,365465,11,9,2,3,0,4,1,0,0,40,39,0
28,4,165030,15,10,4,4,1,4,0,0,0,50,39,0
58,4,242670,11,9,4,1,4,4,0,0,0,40,39,0
24,4,114292,15,10,4,3,4,4,1,0,0,40,39,0
32,1,111567,14,15,2,10,0,4,1,0,0,40,39,1
43,6,207578,10,16,2,10,0,4,1,0,0,42,39,1
34,4,209691,8,11,2,10,0,4,1,4386,0,50,39,1
51,4,394690,11,9,0,4,1,4,0,0,0,40,39,0
47,6,131826,15,10,2,12,0,4,1,0,0,40,39,0
25,4,33610,11,9,4,6,1,4,1,0,0,45,39,0
47,4,78022,7,12,2,12,0,4,1,0,0,50,39,0
44,4,283174,9,13,2,1,0,4,1,0,0,40,39,1
40,4,163455,15,10,2,13,0,4,1,0,0,55,39,1
42,5,184018,11,9,0,12,4,4,1,1151,0,50,39,0
38,4,160192,11,9,2,3,0,4,1,0,2051,44,39,0
33,4,252340,15,10,4,1,1,4,0,0,0,40,39,0
17,4,220562,6,5,4,12,2,3,0,0,0,32,26,0
72,6,103368,15,10,2,5,0,4,1,0,0,21,39,0
18,4,135315,6,5,4,12,3,3,0,0,0,32,39,0
51,6,181179,9,13,2,4,5,4,0,0,0,25,39,0
46,7,192779,9,13,2,4,0,4,1,7688,0,40,39,1
20,4,221955,4,3,4,3,2,4,1,0,0,40,26,0
46,4,141221,9,13,2,1,0,1,1,0,0,40,30,1
18,4,46247,15,10,4,8,3,4,0,0,0,15,39,0
32,4,309513,11,9,2,3,0,4,1,0,0,50,39,0
71,5,133821,11,9,2,1,5,4,0,0,0,20,39,1
48,4,204629,9,13,2,10,0,4,1,0,0,40,39,1
39,4,230467,9,13,4,12,3,4,1,0,0,40,11,0
41,0,38434,12,14,2,0,5,4,0,7688,0,10,39,1
24,4,122234,15,10,4,1,1,2,0,0,0,20,0,0
20,5,182200,11,9,4,7,3,4,0,0,0,30,39,0
40,4,379917,8,11,4,14,1,4,1,0,0,32,39,0
58,4,202652,11,9,5,8,4,4,0,0,0,40,6,0
62,2,76720,9,13,2,10,5,4,0,0,0,40,39,0
53,4,191389,11,9,0,4,1,4,0,0,0,40,39,0
22,0,214238,5,4,4,0,4,4,0,0,0,40,26,0
20,0,244689,15,10,4,0,1,4,0,0,0,25,39,0
21,0,357029,15,10,2,0,5,2,0,2105,0,20,39,0
24,2,111450,0,6,4,3,4,2,1,0,0,65,14,0
79,4,266119,9,13,2,12,0,4,1,0,0,40,39,0
73,2,181902,12,14,2,10,0,4,1,0,0,10,31,1
70,0,293076,15,10,2,0,0,4,1,0,0,30,39,0
47,2,165822,15,10,0,14,4,4,1,0,0,40,39,0
55,4,124771,9,13,2,4,0,4,1,15024,0,50,39,1
53,2,394765,12,14,2,4,0,4,1,0,0,40,39,0
20,0,388811,15,10,4,0,3,4,0,0,0,40,39,0
26,4,261278,15,10,5,12,2,2,1,0,0,30,39,0
24,4,162282,11,9,4,3,1,4,1,0,0,40,39,0
67,6,217892,10,16,2,10,0,4,1,10605,0,35,39,1
55,1,300670,9,13,3,4,1,2,1,0,0,40,39,1
23,4,39615,15,10,4,6,3,4,1,0,0,10,39,0
68,0,146645,10,16,2,0,0,4,1,20051,0,50,39,1
47,4,171807,15,10,0,13,1,4,0,0,0,40,39,0
58,6,165695,11,9,0,4,1,4,1,0,0,70,39,0
17,4,355850,1,7,4,14,3,4,1,0,1602,15,39,0
24,4,203203,9,13,4,12,1,4,0,0,0,25,39,0
31,4,208785,1,7,4,3,1,4,1,0,0,30,39,0
24,4,176321,15,10,4,1,4,4,0,0,0,40,39,0
36,0,342480,1,7,4,0,1,2,1,0,0,40,39,0
31,5,118584,15,10,0,4,1,4,0,0,0,40,39,0
62,0,181014,9,13,2,0,0,4,1,0,0,40,39,0
35,4,168675,11,9,5,14,3,4,1,0,0,50,39,0
34,4,400416,1,7,4,7,3,2,1,0,0,45,39,0
29,4,224858,15,10,2,10,0,4,1,0,0,45,39,0
65,2,240166,1,7,2,14,0,4,1,0,0,35,39,0
59,4,226922,11,9,0,12,4,4,0,0,1762,30,39,0
68,0,123464,11,9,2,0,0,4,1,0,0,45,39,0
64,6,192695,4,3,2,5,0,4,1,0,0,70,2,0
35,6,241469,6,5,2,3,0,4,1,2635,0,30,39,0
39,4,34028,9,13,0,4,4,4,0,0,0,48,39,0
37,4,117381,11,9,4,11,1,4,1,0,0,40,39,0
55,4,174533,12,14,4,10,1,4,0,0,0,40,39,0
56,6,53366,1,7,2,3,0,4,1,0,0,20,39,0
22,4,166371,11,9,4,8,2,4,1,0,0,40,0,0
47,4,155509,11,9,5,8,2,2,0,0,0,35,39,0
22,4,138504,15,10,4,1,4,2,0,0,0,30,39,0
42,1,52781,12,14,2,10,0,4,1,0,1902,40,39,1
28,4,300915,11,9,2,14,0,4,1,0,0,60,39,0
26,2,211497,15,10,2,10,0,4,1,0,0,40,39,0
23,4,123490,1,7,0,8,4,4,0,0,0,35,39,0
45,4,178530,2,8,0,3,1,4,1,0,0,40,39,0
33,2,33727,12,14,2,10,5,4,0,0,0,40,39,0
19,4,179991,11,9,4,8,3,4,0,0,0,35,39,0
58,4,314092,8,11,2,3,0,4,1,0,1887,48,39,1
39,4,230329,9,13,2,12,0,4,1,0,0,40,2,1
38,2,218763,12,14,5,10,4,4,0,0,0,40,39,0
41,4,386236,4,3,2,5,0,4,1,0,0,30,26,0
61,4,153790,7,12,6,7,4,2,0,0,0,40,39,0
39,4,74163,2,8,0,12,1,4,0,0,0,40,39,0
54,6,117674,15,10,0,3,1,4,1,0,0,40,0,0
30,7,61989,15,10,4,10,1,4,0,0,0,5,39,0
22,4,171176,11,9,4,8,1,4,0,0,0,48,0,0
30,5,356689,11,9,2,6,0,4,1,0,0,60,39,0
19,4,98605,15,10,4,8,3,4,0,0,0,20,39,0
83,0,251951,11,9,6,0,1,4,0,0,0,20,39,0
49,4,148995,11,9,0,1,1,4,1,0,0,40,39,0
62,4,195343,10,16,0,10,4,4,1,15020,0,50,39,1
43,4,128354,11,9,2,1,5,4,0,0,0,30,39,0
32,4,286675,15,10,4,4,1,4,1,0,0,60,39,0
55,4,132145,6,5,2,12,0,4,1,0,0,45,39,0
19,4,197384,15,10,4,8,3,4,0,0,0,10,39,0
36,5,339116,8,11,0,4,1,4,0,0,0,40,0,0
33,4,241885,15,10,5,7,1,4,1,0,0,40,39,0
33,4,87605,11,9,4,8,4,2,0,0,0,40,39,0
